h_m,cv_m2_s,T_s,Pu_kPa,phi_deg,tau_kPa,sigma_eff0_kPa,Pi,R_Pi,FS_PD,Psi
0.06362797721784613,7.567184610250387e-06,30.626627546376167,15.335019596344253,27.008822988786953,25.26145251319653,54.29926563598055,0.057244962140096556,0.6401988997273989,0.8975429811615208,-0.10245701883847924
0.080595593342942,1.2645678019310465e-06,4.6157075482097945,13.121788171850515,32.257604970838344,35.07199596121885,35.93903552441908,0.0008985821970783971,0.9549003836353478,0.42125761986459326,-0.5787423801354068
0.02767904112213737,1.0166489427061439e-05,2.9179163889478086,33.86841742600197,36.77549883760249,40.79045760244975,65.4482478106261,0.03872057293979329,0.7039596648547665,0.762377080480369,-0.237622919519631
0.05470445707227474,0.00013893415400207618,2.9470984199532286,7.057967570419977,37.07614286476796,39.549496685137555,67.66880457562394,0.1368227251690396,0.4535116581359803,1.2317358100781468,0.2317358100781468
0.05444352526973617,1.1142702898038777e-06,140.57692190843008,33.480523123212976,32.28358720825119,34.28805250328135,41.63865377420633,0.05284599797570044,0.654238968331565,0.3636150870207641,-0.6363849129792358
0.02067155654484233,1.596980803030608e-06,103.80219405007216,11.022619102965553,37.63011836353891,25.62437871767773,89.2113603408211,0.38793580872022154,0.21021049914425702,2.614323207473509,1.6143232074735092
0.04280103589744294,3.924845862599306e-06,103.7765163488145,18.763864368762455,26.014446103534432,35.717420423697,69.25738692999965,0.22233771250535997,0.33364591406914823,0.860793003780143,-0.139206996219857
0.05478249046221156,1.8471536009646006e-06,77.23453931103754,8.338007833065697,36.14998986068268,33.668081217221015,53.6066596697101,0.04753691870090243,0.6720203629073129,1.0416048901942483,0.04160489019424829
0.02184792267674487,2.0607025229728325e-05,20.178911277643785,29.138787833968518,32.97182664591219,14.133787209133118,79.01235124979975,0.8711495837723187,0.09564164742559263,3.4985758980765946,2.4985758980765946
0.06259225680527303,2.7120433309777796e-06,77.07250433283474,10.768033168158727,36.17791967175023,15.148045510150183,29.643621700815658,0.053352512188528975,0.6525919093781573,1.091849632575978,0.09184963257597789
0.022862449534592214,4.973709227636697e-06,15.648020290883014,20.328572129563117,33.830343320908,37.633783791046,83.4930922384334,0.14889985434114214,0.43278861306826577,1.330223113911886,0.3302231139118861
